sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-reserved-future-supply	afn-future-supply-buyable
VAN92-HM206X-ITBK0A-N1S2	X00184DRKP	B08G4Y772Q		Unknown					0	0	0	0	500		500	0	0	0	0
VAN92-HM302-DEWH0A-N1S1	X0014NB64T	B083BSDND9		Unknown					619	554	65	0	619		0	0	0	0	0
VAN92-HM311-GBWH0A-N1S1	X0015YWZ0V	B085ZZJZ8L	HeimVision Outdoor Security Camera, 3MP UHD CCTV Wireless WiFi Waterproof Surveillance Camera with Floodlights, Color Night Vision, Two-Way Audio, Sound, Human Detections with Siren, Message Alert	New	47.59	No		Yes	2289	2236	51	2	5361	3123.05	2160	912	0	0	0
VAN92-HMA2-GBWH0A-N1S1	X00168FIIR	B087JNJMKL	HeimVision HMA2 1080P WiFi Camera Indoor, Wireless IP Smart Security Camera for Pet Camera, Baby Monitor, Dog Camera with Smart Night Vision, 2 Way Audio, Motion Detection, Flexible & Compact	New	29.99	No		Yes	832	829	1	2	1632	1461.23	480	320	0	0	0
VAN92-HMA2XX-DEWH0A-N1S1	X0016NYTFF	B089CVTPVK		Unknown					0	0	0	0	300		300	0	0	0	0
VAN92-HMA2XX-ITWH0A-N1S1	X0016X2XM1	B08B5N9V6B		Unknown					495	491	0	4	895		400	0	0	0	0
VAN92-HMB1-GBWH0A-N1S1	X0015YWHBD	B085ZV1N5Y	HeimVision HMB1 Video Doorbell Camera Wireless, 1080P WiFi Smart Doorbell with Chime for Home Security, PIR Motion Detection, Two-Way Talk, Night Vision, Waterproof, App Remote Control, Cloud Service	New	83.99	No		Yes	772	752	14	6	2213	2002.01	1440	0	1	0	0
VAN92-HMD2-DEWH0A-N1S1	X00146KWWN	B0824SMYD6		Unknown					1191	809	179	203	2991		1320	480	0	0	0
VAN92-HMD2-FRWH0A-N1S1	X00135YRRB	B07YBV9S5D		Unknown					57	0	57	0	57		0	0	0	0	0
VAN92-HMD2-FRWH0A-N1S2	X0013NZ6SH	B07YBV9S5D		Unknown					772	703	55	14	1876		720	384	0	0	0
VAN92-HMD2-GBWH0A-N1S1	X0013ND6W5	B07ZKHW1P1	HeimVision Wireless Rechargeable Battery Security Camera, 1080P CCTV WiFi Home Surveillance Camera with 2-Way Audio, Night Vision, Waterproof, Motion Detection, Cloud Service and SD Card Slot	New	69.19	No		Yes	1816	1605	197	14	5808	1108.75	2144	1848	0	0	0
VAN92-HMD2-ITWH0A-N2S1	X0013Q3PW3	B07ZSGRKJ3		Unknown					2431	2256	158	17	6391		3960	0	0	0	0
VAN92-HMD3-GBWH0A-N1S1	X00168GN1N	B087JDWNFQ	HeimVision HMD3 1080P Rechargeable Battery Powered Security Camera, Wireless WiFi CCTV Camera Outdoor with 2-Way Audio, Night Vision, Waterproof, PIR Motion Detection, Cloud Service and SD Card Slot	New	79.99	No		Yes	789	782	0	7	1989	964.71	480	720	0	0	0
VAN92-HMD3XX-DEWH0A-N1S1	X0016NYTKZ	B089CTZMT8		Unknown					192	192	0	0	768		192	384	0	0	0
VAN92-HMD3XX-FRWH0A-N1S1	X00170N8OP	B088ZVXNBC		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-HMD3XX-FRWH0A-N2S2	X00179JZC5	B08BLNWVWQ		Unknown					308	307	0	1	1268		960	0	0	0	0
VAN92-HMD3XX-ITWH0A-N1S1	X0016X4CN9	B08B5P3PJR		Unknown					571	567	0	4	883		312	0	0	0	0
VAN92-HMS3XX-DEBK0A-N1S1	X0017Q1GQ1	B08DY5BS8L		Unknown					0	0	0	0	320		320	0	0	0	0
VAN92-HMS3XX-FRBK0A-N1S1	X0017ZZZOL	B08FT4R4WT		Unknown					0	0	0	0	224		224	0	0	0	0
VAN92-HMS3XX-ITBK0A-N1S1	X001880PGZ	B08GQMZDNK		Unknown					0	0	0	0	192		192	0	0	0	0
VAN92-HMW10A-GBBK3A-N2S1	X0016EMDAH	B088BWZKC2	VANKYO HMW1 Webcam with Microphone, 1080P Streaming Web Camera for PC Mac Laptop Desktop, Plug and Play USB Webcam with 110Â° Wide Angle for Video Calling, Online study, Conference, Recording, Gaming	New	37.99	No		Yes	569	534	27	8	569	810.01	0	0	0	0	0
VAN92-K500-DEBU0A-N1S1	X0013IXS5Z	B07Z92X755		Unknown					48	0	48	0	48		0	0	0	0	0
VAN92-K500-FRPK0A-N1S1	X0013FR30J	B07Z3GRGHH		Unknown					12	0	12	0	12		0	0	0	0	0
VAN92-KYHD3X-DEWH0A-N1S1	X0017L4T0L	B08C9X543S		Unknown					0	0	0	0	702		192	510	0	0	0
VAN92-L410WX-FRWH2A-N1S1	X00181DRIF	B08G1B3ZGR		Unknown					0	0	0	0	1800		1800	0	0	0	0
VAN92-L410XX-GBWH2A-N1S1	X0014TVY7H	B083SLR78K	VANKYO L410 Native 720P Projector, 5500 Lumens portable Projector Support 1080P and 180'' Display w/ 50,000 Hrs Lamp Life, Compatible w/ Smartphone, TV Stick, PS4, HDMI, VGA, TF, AV and USB, XBOX	New	99.99	No		Yes	2550	2366	176	8	11259	7727.16	8706	0	3	0	0
VAN92-L430-DEWH0A-N1S2	X0013Y5FUP	B07WHWZXKF		Unknown					140	0	140	0	140		0	0	0	0	0
VAN92-L430-ITWH0A-FR1	X001704YYD	B082DXDKML		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-L430-ITWH0A-N1S1	X0014AAPCB	B082DXDKML		Unknown					170	18	151	1	170		0	0	0	0	0
VAN92-L430WX-GBWH2A -N1S1	X0016XTNZ1	B089LYYN3Y	VANKYO L430W WiFi Projector, 5800 Lumens Wireless Screen Mirroring Portable Projector, Full HD 1080P Supported, 236ââ Display Compatible with TV Stick, HDMI, VGA, USB, PS4, Laptop, iPhone, Android	New	109.99	No		Yes	453	307	3	143	7053	8773.63	6600	0	0	0	0
VAN92-L430WX-GBWH2A -N1S2	X00175SV1F	B089LYYN3Y	VANKYO L430W WiFi Projector, 5800 Lumens Wireless Screen Mirroring Portable Projector, Full HD 1080P Supported, 236ââ Display Compatible with TV Stick, HDMI, VGA, USB, PS4, Laptop, iPhone, Android	New	109.99	No		Yes	304	298	0	6	2098	8773.63	1500	0	294	0	0
VAN92-L430XX-DEWH2A-N1S1	X0016ESXN3	B07WHWZXKF		Unknown					5553	5406	33	114	16575		5010	6012	0	0	0
VAN92-L430XX-DEWH2A-N1S2	X00184URQH	B07WHWZXKF		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-L430XX-ESWH2A-N1S1	X0016H62PB	B088CXDQ4Q		Unknown					491	490	0	1	491		0	0	0	0	0
VAN92-L430XX-FRWH2A-N1S1	X0014JTPD7	B0832LMFZN		Unknown					872	817	48	7	872		0	0	0	0	0
VAN92-L430XX-FRWH2A-N1S2	X0016RXWDB	B0832LMFZN		Unknown					300	300	0	0	300		0	0	0	0	0
VAN92-L430XX-ITWH2A-N1S1	X0016EQDRL	B082DXDKML		Unknown					1907	1876	4	27	7619		5112	600	0	0	0
VAN92-L470-DEWH0A-N1S2	X0015IBX3H	B084WQCCH8		Unknown					3798	3370	242	186	6318		1704	600	216	0	0
VAN92-L470-FRWH0B-N2S1	X00165E2AZ	B0871ZB8NK		Unknown					770	753	4	13	4322		3552	0	0	0	0
VAN92-L470-FRWH0B-N2S2	X0017DM0LJ	B0871ZB8NK		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-L470-ITWH0B-N1S1	X0015R5RML	B085D8V9TV		Unknown					4	0	4	0	4		0	0	0	0	0
VAN92-L470-ITWH0B-N1S3	X00164R2KX	B086WW36WC		Unknown					850	848	0	2	1630		780	0	0	0	0
VAN92-L47C-FRWH0A-N1SI	X0013SKVNH	B0811C8V4Z		Unknown					1105	940	165	0	1105		0	0	0	0	0
VAN92-L47C-FRWH0B-N1SI	X0016L06EF	B0811C8V4Z		Unknown					1098	1068	1	29	8442		7344	0	0	0	0
VAN92-L47C-GBWH0A-FR	X0016S55J9	B07YYYX734		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-L47C-GBWH0A-FR2	X0016S4KHR	B07YYYX734		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-L47C-GBWH0A-N1S1	X0013E882H	B07YYYX734	VANKYO Leisure 470C Native 720P Projector, Full HD 1080P Supported and 250ââ Display, 5500 Lumens Portable Projector Compatible with TV Stick, PS4, HDMI, VGA, TF, AV, USB	New	99.99	No		Yes	71	0	71	0	71	7347.14	0	0	0	0	0
VAN92-L47C-GBWH0A-N1S2	X00147R0I1	B07YYYX734	VANKYO Leisure 470C Native 720P Projector, Full HD 1080P Supported and 250ââ Display, 5500 Lumens Portable Projector Compatible with TV Stick, PS4, HDMI, VGA, TF, AV, USB	New	129.99	No		Yes	2011	1821	115	75	2917	7347.14	900	0	6	0	0
VAN92-L47C-ITWH0A-FR	X0016UL4QP	B0819NFKL4		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-L47C-ITWH0A-N1S1	X0013VJMXJ	B0819NFKL4		Unknown					486	360	125	1	786		300	0	0	0	0
VAN92-L510PW-ITWH0A-N1S1	X0017MR4ED	B08DNBVMMH		Unknown					0	0	0	0	720		720	0	0	0	0
VAN92-MM40-GBBK0A-N1S2	X0011SYGWB	B07GZS8GQH	VanTop Moment 4 Action Camera 4K 20MP Sports Camera with Sony Sensor, EIS, Touch Screen, Adjustable Angles-of-View, 30M Water Resistance, Remote, Dual Battery & Accessory Kit Compatible with GoPro	New	139.99	No		Yes	249	249	0	0	249	3214.65	0	0	0	0	0
VAN92-MM40-GBBK0A-V1S1	X0012673KT	B07GZS8GQH	VanTop Moment 4 Action Camera 4K 20MP Sports Camera with Sony Sensor, EIS, Touch Screen, Adjustable Angles-of-View, 30M Water Resistance, Remote, Dual Battery & Accessory Kit Compatible with GoPro	New	139.99	No		Yes	50	50	0	0	50	3214.65	0	0	0	0	0
VAN92-MM5C-FRBK0A-N1S1	X0016T1RWH	B089GWKGMB		Unknown					0	0	0	0	252		252	0	0	0	0
VAN92-MM5C-ITBK0A-N1S1	X0016AGY7T	B087RHV52B		Unknown					0	0	0	0	360		360	0	0	0	0
VAN92-MT01-DESV0A-N1S1	X0011ZVD6B	B07VW97Z3B		Unknown					353	347	6	0	353		0	0	0	0	0
VAN92-MT01-FRSV0A-N1S1	X00121E52D	B07VYGMFM4		Unknown					35	31	4	0	35		0	0	0	0	0
VAN92-MT01-GBSV0A	X00126QZ8F	B07VSNRMQQ	VANKYO Tablet Stand, 270Â° Adjustable Tablet Holder for 4.0-10.1 inch Tablets, E-readers and Phones-Silver	New	11.99	No		Yes	2	0	2	0	2	782.48	0	0	0	0	0
VAN92-MT01-ITSV0A-N1SI	X0011ZYVM9	B07VXFYGJP		Unknown					125	124	1	0	125		0	0	0	0	0
VAN92-MT18-UNWH0A-N1S1	X00147XP8P	B0827X365Q		Unknown					27	23	4	0	27		0	0	0	0	0
VAN92-MT19-UNWH0A-N1S1	X00147ZOCZ	B0827VZJB5		Unknown					28	28	0	0	28		0	0	0	0	0
VAN92-NBM3XX-DEGY0A-N1S1	X0017MR07J	B08DFHCXD5		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-NBM3XX-FRGY0A-N1S1	X0017J4M55	B08DCN9V7G		Unknown					0	0	0	0	396		396	0	0	0	0
VAN92-NBM3XX-ITGY0A-N1S1	X0016JW8HF	B088M7V284		Unknown					0	0	0	0	600		600	0	0	0	0
VAN92-NINJAX-DECA0A-N1S1	X0017L4T47	B08D3K23GM		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-PH04-FRGY0A-N1S1	X0011RNGSR	B07V9DY4NF		Unknown					168	132	36	0	168		0	0	0	0	0
VAN92-PH04-GBGY0A-N1S1	X0011VDVDN	B07V734JN6	VANKYO MatrixPad Z4 10.1 inch Tablet Case, Stand Folio Cover for VANKYO MatrixPad Z4, Premuim PU Leather Slim Fit with Multiple Viewing Angles	New	19.99	No		Yes	1	1	0	0	1	2031.83	0	0	0	0	0
VAN92-PH06-FRGY0A-N1S1	X0014NZTMJ	B083BVS35G		Unknown					92	85	7	0	92		0	0	0	0	0
VAN92-PH06-GBGY0A-N1S1	X0014RCZ2H	B083LB8RV4	VANKYO Tablet Case for MatrixPad Z10 Tablet 10.1 inch, VANKYO MatrixPad Z10 Tablet Slim Stand Folio Cover, Premium PU Leather Fit with Multiple Viewing Angles	New	18.99	No		Yes	770	766	2	2	770	1637.07	0	0	0	0	0
VAN92-PH08-ITBU1A-N1S1	X0016UNHUV	B08B118YTQ		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-PH08-ITGN1A-N1S1	X0016ZTJ5X	B08BFYTKWY		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-PH08-ITPK1A-N1S1	X0016UNHUL	B089ZYN96K		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-PM20-DEBK0A-N1S1	X0013XDENL	B081GDX6LR		Unknown					271	263	8	0	751		240	240	0	0	0
VAN92-PM20-DEWH0A-N1S1	X00136POMR	B07YKW6447		Unknown					257	224	32	1	737		240	240	0	0	0
VAN92-PM20-FRBK0A-N1S1	X0013QTK6D	B07ZVSXFX5		Unknown					45	45	0	0	45		0	0	0	0	0
VAN92-PM20-FRWH0A-N2S2	X00133N5EJ	B07YKMQFWY		Unknown					59	57	0	2	59		0	0	0	0	0
VAN92-PM20-GBWH0A-N1S1	X00170R9YZ	B08BJXT53W	VANKYO Projector Ceiling Mount	New	20.99	No		Yes	0	0	0	0	600	1992.34	600	0	0	0	0
VAN92-PM20-ITWH0A-N1S1	X001443O6V	B081ZSPF36		Unknown					190	182	8	0	350		160	0	0	0	0
VAN92-PM20-ITWH0A-N1S2	X00170OQN7	B08BJPD36W		Unknown					0	0	0	0	160		160	0	0	0	0
VAN92-PS04-FRWH3A-N1S1	X0013QUB4N	B07DFDCMZD		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-PS04-FRWH3A-N3S1	X00165C4MN	B0871ZLDNX		Unknown					103	102	0	1	103		0	0	0	0	0
VAN92-PS04-ITWH3A-N1S1	X0015RUOKL	B085DBFF5B		Unknown					357	350	1	6	357		0	0	0	0	0
VAN92-PS100A-DEWH4A-N1S1	X00184VCUR	B08GH9K294		Unknown					0	0	0	0	100		100	0	0	0	0
VAN92-PS100A-FRWH4A-N1S2	X00181BGS3	B08G196PNB		Unknown					0	0	0	0	900		900	0	0	0	0
VAN92-PS100A-GBWH4A-N1S1	X00183NDTL	B08G8NTFPB	Vankyo outdoor projector screen	New	89.99	No		Yes	0	0	0	0	100	14300.01	100	0	0	0	0
VAN92-PS100A-ITWH4A-N1S1	X0017MR7HH	B08DNC427Q		Unknown					0	0	0	0	280		280	0	0	0	0
VAN92-PT20-ITBK1A-N1S1	X00175G01N	B08BY9TPDQ		Unknown					0	0	0	0	120		120	0	0	0	0
VAN92-PT20-ITWH1A-N1S1	X00175G07R	B08BYB9LG5		Unknown					0	0	0	0	336		336	0	0	0	0
VAN92-S10FAX-DEBK3A-N1S1	X00167J1K9	B087CG443Q		Unknown					1031	944	19	68	1523		492	0	0	0	0
VAN92-S10FAX-DEBK3A-N1S2	X00178SN29	B08766L11J		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S10FAX-DEBK3A-N2S1	X0017KJH8B	B08789QL6G		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S10FAX-DEBU3A-N1S1	X00184E0ND	B0861PMGPV		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S10FAX-FRBK3A-N1S1	X00166T39J	B08789QL6G		Unknown					504	466	11	27	912		0	408	0	0	0
VAN92-S10FAX-FRBK3A-N2S2	X0017TVV7H	B08FBX12K7		Unknown					0	0	0	0	600		600	0	0	0	0
VAN92-S10FAX-GBBK3A-N1S1	X00166DQPL	B08766L11J	VANKYO MatrixPad S10 10 inch Tablet, Android 9.0 Pie, 32GB ROM, 2GB RAM, 8MP Rear Camera, HD IPS Display, Quad-Core Processor, Wi-Fi, Bluetooth 4.2, GPS, FM, OTG, USB Type-C Charging, Slate Black	New	89.99	No		Yes	1247	1141	73	33	4487	2975.07	3240	0	0	0	0
VAN92-S10FAX-ITBK3A-N1S1	X0016FO719	B088GQNKSR		Unknown					600	600	0	0	600		0	0	0	0	0
VAN92-S10FAX-ITBK3A-N2S1	X0017H2SXZ	B088GQNKSR		Unknown					276	273	1	2	576		0	300	0	0	0
VAN92-S10FAX-ITBK3A-N3S1	X00184UY4R	B087CG443Q		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S20H-DEGY4A-N1S1	X0014T8CLX	B083QX48Y1		Unknown					2055	1948	104	3	2559		500	0	4	0	0
VAN92-S20H-DEGY4A-N2S1	X0016X31Q3	B082CNKZKC		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S20H-ITGY4A-N1SI	X0014T8PC9	B083QWPT2W		Unknown					1639	1569	59	11	1639		0	0	0	0	0
VAN92-S20I-ES	X0016QJU33	B082H8P541		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S20I-ESGY4A-N1S1	X0014HQAWX	B082H8P541		Unknown					2283	2037	211	35	2283		0	0	0	0	0
VAN92-S20I-ESGY4A-N3S3	X00171YCE9	B083QWPT2W		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S20I-FRGY4A-N1S1	X00149KWOD	B082CNKZKC		Unknown					998	946	40	12	998		0	0	0	0	0
VAN92-S20I-GBGY4A-A1S1	X0014CP2TF	B082LZ98RC	VANKYO MatrixPad S20 10 inch Tablet, Octa-Core Processor, 3GB RAM, 64GB ROM, 8MP Rear Camera, Android 9.0 Pie, IPS HD Display, Bluetooth 5.0, 5G WiFi, GPS, Type-C, OTG, Glass Screen, Metal Housing	New	139.99	No		Yes	1113	1009	87	17	6433	3476.52	5320	0	0	0	0
VAN92-S20I-ITGY4A-N3S1	X00184UU2D	B082H8P541		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S300-DEBU0A-N1S1	X0013FUOUP	B07Z3N74VK		Unknown					1583	0	1583	0	3023		960	480	0	0	0
VAN92-S300-ESBU0A-N1S1	X0015N5CDJ	B084YY3YD5		Unknown					919	571	8	340	11479		10560	0	0	0	0
VAN92-S300-FRBU0A-N1S1	X0013IL983	B07Z4BK5NP		Unknown					514	498	8	8	3634		3120	0	0	0	0
VAN92-S300-ITBU0A-N1S1	X00187NRLL	B08GPL1DY7		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S30H-FRSV4A-N1S1	X0015N47H1	B0855HCLQB		Unknown					932	918	14	0	1232		300	0	0	0	0
VAN92-S30H-GBSV4A-A1S1	X0014HKK6P	B082LQQHY5	VANKYO MatrixPad S30 10 inch Octa-Core Tablet, Android 9.0 Pie, 3GB RAM, 32GB ROM, 13MP Rear Camera, 1920x1200 IPS Full HD Display, Bluetooth 5.0, 5G Wi-Fi, GPS, Type-C, Glass Screen, Metal Housing	New	149.99	No		Yes	2278	2150	120	8	5818	2838.08	3540	0	0	0	0
VAN92-S330-GBBU0A-N1S1	X0013DQHRL	B07YY82JKW	SNAPTAIN SP330 Hand Controlled Drone, Infrared Induction Mini UFO Drone for Kids, Indoor Outdoor Flying Ball Drone Toys, Great Interactive Game Toys for Children and Adults, Blue	New	13.99	No		Yes	3	0	3	0	3	1192.81	0	0	0	0	0
VAN92-S350-DEBU0A-N1S3	X0013LNBI1	B07ZGHSBFY		Unknown					53	0	53	0	53		0	0	0	0	0
VAN92-S350-DEBU0A-N2S1	X0016IKGPR	B088M7HRGK		Unknown					2017	1915	34	68	2740		720	0	3	0	0
VAN92-S350-FRBU0A-N1S1	X0013EKOU1	B07YZKZHP5		Unknown					575	550	13	12	2735		2160	0	0	0	0
VAN92-S350-GBBU0A-N1S1	X0014OWOML	B083FFT7QH	SNAPTAIN SP350 Mini Drone for Kids/Beginners, Portable Throw'n Go RC Quadcopter with 3 Batteries, Circle Flying, 3D Flip, Speed Adjustment & Altitude Hold, Great Gift/Toys for Boys & Girls	New	36.99	No		Yes	529	520	9	0	5329	1352.92	4800	0	0	0	0
VAN92-S500-DEBK0A-N1S2	X0013LMAV5	B07ZGGNBCF		Unknown					2709	2342	304	63	4149		1440	0	0	0	0
VAN92-S500-DEBK0A-N1S3	X00183LJ6Z	B07ZGGNBCF		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S500-FRBK0A-N1S1	X0013GJ3VF	B07YYC89WV		Unknown					1223	1194	25	4	1523		0	300	0	0	0
VAN92-S500-GBBK0A-N1S1	X0013HDL5X	B07Z5WPWDW	SNAPTAIN SP500 GPS 5G WiFi Transmission FPV Drone with 1080P HD Camera, Foldable Drone for Beginners and Adults, RC Quadcopter with GPS Return Home, Follow Me, Gesture Control, Circle Fly, Auto Hover	New	149.99	No		Yes	536	522	13	1	5216	7373.52	4200	480	0	0	0
VAN92-S5C0-DEBK6A-N1S1	X00183F3MB	B085NMP5F1		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S5C0-ESBK6A-N1S1	X0015LZR45	B084YVYVLL		Unknown					105	72	31	2	9705		9600	0	0	0	0
VAN92-S5C0-ESBK6A-N1S2	X001688L8L	B084YVYVLL		Unknown					1149	1098	41	10	11109		9960	0	0	0	0
VAN92-S5C0-FRBK6A-N1S2	X0011GPH21	B07H14QBSP		Unknown					4	1	3	0	4		0	0	0	0	0
VAN92-S5C0-FRBK6A-N1S3	X00120IQJR	B07H14QBSP		Unknown					1	1	0	0	1		0	0	0	0	0
VAN92-S5C0-FRBK6A-N1S4	X001298IMN	B07H14QBSP		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S5C0-FRBK6A-N2S1	X0013IT561	B07Z8SNCN8		Unknown					3051	2955	72	24	6771		3720	0	0	0	0
VAN92-S5C0-FRBK6A-N2S2	X0017EP5VZ	B07Z8SNCN8		Unknown					0	0	0	0	480		480	0	0	0	0
VAN92-S5C0-ITBK6A-N1S1	X0012ZJWXL	B07Y65S63B		Unknown					3766	0	3766	0	12826		5400	3660	0	0	0
VAN92-S5C0-USBK6A-N1S1	X0017L5ONR	B07GN7GDXB	SNAPTAIN S5C WiFi FPV 720P HD Camera, Best Drone for Beginners with Altitude Hold, Voice Control, G-Sensor, Trajectory Flight, 3D Flips, Headless Mode, One Key Operation, 2 Batteries, Black	New	299.99	No		Yes	0	0	0	0	0	8758.56	0	0	0	0	0
VAN92-S600-FRBK6A-N1S1	X00120CX7D	B07VDNVYW7		Unknown					188	180	8	0	1388		1200	0	0	0	0
VAN92-S600-FRBK6A-N1S2	X00133AIDP	B07VDNVYW7		Unknown					243	240	3	0	491		248	0	0	0	0
VAN92-S600-GBBK6A-N1S1	X0011ZJRK5	B07VPVH488	SNAPTAIN SP600 WiFi FPV Drone with 720P HD Camera, 1600mAh Modular Battery, Voice Control, Gesture Control, Gravity Control, Altitude Hold, Headless Mode, One Key Take Off/Landing	New	79.99	No		Yes	123	0	123	0	123	12158.71	0	0	0	0	0
VAN92-S650-DEBK6A-N1S2	X0013FUIGZ	B07Z3J3HHX		Unknown					52	0	52	0	52		0	0	0	0	0
VAN92-S650-DEBK6A-N2S1	X0016JW4FL	B088M9HJLX		Unknown					1534	1497	30	7	2974		1440	0	0	0	0
VAN92-S650-DEBK6A-N2S2	X00183DV1L	B088M9HJLX		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S650-FRBK6A-N1S2	X0017OBD75	B07YRPGWND		Unknown					0	0	0	0	300		300	0	0	0	0
VAN92-S650-GBBK6A-N1S1	X0016K7TYL	B088ZZ8SK8	SNAPTAIN SP650 1080P Drone with Camera for Adults 1080P HD Live Video Camera Drone for Beginners w/Voice Control, Gesture Control, Circle Fly, High-Speed Rotation, Altitude Hold, Headless Mode	New	99.99	No		Yes	724	715	1	8	6605	8302.34	5880	0	1	0	0
VAN92-S650-ITBK6A-N1S1	X00140P9RH	B081RV7J2S		Unknown					1375	1269	95	11	3176		0	1800	1	0	0
VAN92-S7FA-DEBK1A-N1S1	X00161V2SJ	B086GKC948		Unknown					738	737	1	0	1478		740	0	0	0	0
VAN92-S7FA-GBBK1A-N1S1	X0014AEVNP	B082DZSKZ7	VANKYO MatrixPad S7 7 inch Tablet, Android 9.0 Pie, 2GB RAM, 32GB Storage, 5MP Rear Camera, Quad-Core, IPS HD Display, Bluetooth 4.2, FM, GPS, OTG, Wi-Fi Only, Black	New	69.99	No		Yes	85	0	85	0	1385	1193.14	1300	0	0	0	0
VAN92-S7FA-GBBK1A-N2S1	X0016I9TRD	B082DZSKZ7	VANKYO MatrixPad S7 7 inch Tablet, Android 9.0 Pie, 2GB RAM, 32GB Storage, 5MP Rear Camera, Quad-Core, IPS HD Display, Bluetooth 4.2, FM, GPS, OTG, Wi-Fi Only, Black	New	69.99	No		Yes	1818	1780	30	8	3358	1193.14	1540	0	0	0	0
VAN92-S7FA-ITBK1A-N2S2	X0015QH94L	B07VQ5ZHQQ		Unknown					1595	1550	38	7	2095		240	0	260	0	0
VAN92-S7FK-DEBU1A-N1S1	X0016PNMZB	B089GWLNMG		Unknown					280	266	0	14	840		560	0	0	0	0
VAN92-S7FK-DEGN1A-N1S1	X0017KYBLJ	B08D3BTQ1N		Unknown					0	0	0	0	280		280	0	0	0	0
VAN92-S7FK-DEPK1A-N1S1	X0016PE1U1	B089GXGRHZ		Unknown					0	0	0	0	420		420	0	0	0	0
VAN92-S7FK-GBBU1A-N1S1	X0016PWUIB	B089CTHC37	VANKYO S7 Kids Tablet Blue	New	79.99	No		Yes	601	601	0	0	601	2776.62	0	0	0	0	0
VAN92-S7FK-GBPK1A-N1S2	X0016JK87H	B088WKXP1W	VANKYO S7 Kids Tablet Pink	New	79.99	No		Yes	602	602	0	0	602	2776.62	0	0	0	0	0
VAN92-S7FK-ITBU1A-N1S1	X0016OABXN	B089CK2LLR		Unknown					378	378	0	0	756		378	0	0	0	0
VAN92-S7FK-ITBU1A-N1S2	X0017UQB03	B089CK2LLR		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S7FK-ITGN1A-N1S1	X0016ZBGNV	B08BFT55HF		Unknown					0	0	0	0	308		308	0	0	0	0
VAN92-S7FK-ITPK1A-N1S1	X0016O5NWH	B089D2CW52		Unknown					378	378	0	0	378		0	0	0	0	0
VAN92-S7FK-ITPK1A-N1S2	X0017UQAO5	B089D2CW52		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S8FA-DEBK2A-N1S1	X0014KKPBH	B0833Y1289		Unknown					2463	2121	330	12	2967		504	0	0	0	0
VAN92-S8FA-DEBK2A-N1S2	X0016R1WXN	B0829WB9V3		Unknown					0	0	0	0	0		0	0	0	0	0
VAN92-S8FA-FRBK2A-N1S1	X00148VA45	B0829WB9V3		Unknown					2594	2525	64	5	3602		1008	0	0	0	0
VAN92-S8FA-GBBK2A-N1S1	X0014A8S9X	B082DZBRM7	VANKYO MatrixPad S8 Tablet, Android 9.0 Pie Tablet 8 inch, 1280x800 IPS Display, 32GB ROM, 2GB RAM, 5MP Rear Camera, Wi-Fi, GPS, BT4.2, FM, OTG, GMS-Certified	New	79.99	No		Yes	601	472	117	12	1105	1422.56	504	0	0	0	0
VAN92-S8FA-GBBK2A-N1S2	X0016RSA1F	B082DZBRM7	VANKYO MatrixPad S8 Tablet, Android 9.0 Pie Tablet 8 inch, 1280x800 IPS Display, 32GB ROM, 2GB RAM, 5MP Rear Camera, Wi-Fi, GPS, BT4.2, FM, OTG, GMS-Certified	New	89.99	No		Yes	1288	1287	1	0	4096	1422.56	2808	0	0	0	0
